SP_ID,oa_code,supgrp_cd,grp_cd
"21437",E00023301,F,F2
"21438",E00020383,E,E2
"21439",E00020302,B,B3
"21440",E00023381,A,A2
"21441",E00023300,F,F1
"21442",E00020305,D,D1
"21443",E00023775,D,D1
"21444",E00019214,H,H2
"21445",E00020384,E,E2
"21446",E00019295,F,F2
"21447",E00000686,G,G1
"21448",E00023774,B,B2
"21449",E00019217,H,H1
"21450",E00023777,D,D2
"21451",E00019296,F,F2
"21452",E00023776,E,E2
"21453",E00019216,F,F1
"21454",E00019479,D,D2
"21455",E00019297,F,F1
"21456",E00019471,F,F1
"21457",E00021228,G,G2
"21458",E00019472,F,F2
"21459",E00021229,B,B2
"21460",E00020382,F,F2
"21461",E00020303,F,F2
"21462",E00019215,H,H2
"21463",E00023772,D,D1
"21464",E00019294,F,F1
"21465",E00021832,G,G1
"21466",E00020021,B,B3
"21467",E00021835,G,G2
"21468",E00020020,E,E1
"21469",E00023021,B,B1
"21470",E00020023,A,A1
"21471",E00020022,B,B1
"21472",E00021834,G,G1
"21473",E00019136,F,F1
"21474",E00023909,F,F1
"21475",E00023988,B,B3
"21476",E00023901,B,B3
"21477",E00023980,B,B1
"21478",E00023981,D,D2
"21479",E00024130,D,D1
"21480",E00021833,G,G2
"21481",E00021830,B,B1
"21482",E00019134,H,H1
"21483",E00019135,F,F1
"21484",E00013878,B,B3
"21485",E00012069,A,A2
"21486",E00013926,D,D2
"21487",E00012068,H,H2
"21488",E00174817,B,B3
"21489",E00013871,B,B3
"21490",E00012154,A,A2
"21491",E00012065,H,H1
"21492",E00012157,A,A2
"21493",E00013876,D,D1
"21494",E00012155,H,H2
"21495",E00013879,B,B3
"21496",E00174814,D,D1
"21497",E00020767,A,A1
"21498",E00002295,B,B1
"21499",E00005327,H,H1
"21500",E00002296,C,C1
"21501",E00000322,A,A1
"21502",E00005326,A,A1
"21503",E00002217,H,H2
"21504",E00002216,H,H2
"21505",E00000325,A,A1
"21506",E00002297,G,G2
"21507",E00167219,B,B2
"21508",E00006221,G,G1
"21509",E00000327,B,B1
"21510",E00006220,C,C2
"21511",E00018398,C,C1
"21512",E00005279,A,A1
"21513",E00018319,G,G2
"21514",E00002294,A,A1
"21515",E00005324,F,F2
"21516",E00002214,H,H2
"21517",E00000323,A,A2
"21518",E00021750,B,B2
"21519",E00170931,C,C1
"21520",E00020111,E,E2
"21521",E00170937,E,E1
"21522",E00020192,G,G1
"21523",E00171178,G,G1
"21524",E00020113,D,D1
"21525",E00170932,C,C1
"21526",E00023190,F,F1
"21527",E00171177,G,G1
"21528",E00023111,D,D2
"21529",E00171175,B,B1
"21530",E00020193,G,G2
"21531",E00171172,G,G2
"21532",E00020112,D,D2
"21533",E00001464,C,C1
"21534",E00171170,G,G2
"21535",E00023191,F,F1
"21536",E00170934,E,E1
"21537",E00011176,C,C4
"21538",E00020190,B,B1
"21539",E00001462,F,F2
"21540",E00170935,E,E1
"21541",E00001365,H,H1
"21542",E00014832,A,A2
"21543",E00018020,C,C3
"21544",E00018023,C,C3
"21545",E00017830,C,C3
"21546",E00017833,C,C3
"21547",E00014835,A,A2
"21548",E00018022,G,G1
"21549",E00012831,F,F2
"21550",E00014833,A,A2
"21551",E00018021,C,C3
"21552",E00016200,B,B1
"21553",E00016280,A,A1
"21554",E00016203,B,B1
"21555",E00016281,A,A1
"21556",E00016202,B,B1
"21557",E00016282,E,E1
"21558",E00016205,F,F1
"21559",E00016283,E,E1
"21560",E00016201,B,B1
"21561",E00016289,G,G2
"21562",E00010383,B,B1
"21563",E00017359,A,A1
"21564",E00017358,G,G2
"21565",E00010302,B,B1
"21566",E00010305,G,G1
"21567",E00010384,G,G2
"21568",E00010304,G,G2
"21569",E00010385,G,G1
"21570",E00001358,F,F2
"21571",E00167273,D,D2
"21572",E00003856,A,A2
"21573",E00021889,F,F2
"21574",E00002176,H,H1
"21575",E00004684,B,B2
"21576",E00007864,E,E2
"21577",E00004605,B,B3
"21578",E00018194,G,G2
"21579",E00018115,C,C3
"21580",E00004604,B,B3
"21581",E00016111,E,E1
"21582",E00006659,G,G2
"21583",E00166024,F,F2
"21584",E00006658,C,C4
"21585",E00018195,G,G2
"21586",E00004685,B,B2
"21587",E00018114,C,C3
"21588",E00004686,B,B2
"21589",E00016110,G,G2
"21590",E00004607,B,B3
"21591",E00020344,G,G2
"21592",E00019656,A,A1
"21593",E00019657,H,H1
"21594",E00023609,B,B3
"21595",E00023688,D,D2
"21596",E00023608,E,E2
"21597",E00023689,F,F1
"21598",E00023601,B,B3
"21599",E00023680,F,F1
"21600",E00016873,E,E1
"21601",E00016872,E,E1
"21602",E00019652,F,F1
"21603",E00016875,A,A1
"21604",E00019658,C,C1
"21605",E00016874,A,A2
"21606",E00016877,B,B1
"21607",E00016876,E,E1
"21608",E00016871,A,A2
"21609",E00016870,E,E1
"21610",E00008460,G,G2
"21611",E00002455,G,G2
"21612",E00002457,G,G1
"21613",E00002454,C,C4
"21614",E00013488,B,B3
"21615",E00002456,B,B1
"21616",E00013489,D,D1
"21617",E00013409,E,E2
"21618",E00002452,G,G2
"21619",E00002453,C,C4
"21620",E00017539,F,F1
"21621",E00010158,F,F1
"21622",E00009536,F,F1
"21623",E00011920,H,H1
"21624",E00017531,H,H1
"21625",E00010151,F,F1
"21626",E00017538,D,D2
"21627",E00011922,H,H2
"21628",E00017533,H,H1
"21629",E00010150,F,F1
"21630",E00017530,F,F2
"21631",E00011925,H,H2
"21632",E00012249,H,H2
"21633",E00017535,F,F2
"21634",E00010153,E,E1
"21635",E00017532,F,F2
"21636",E00017169,C,C1
"21637",E00012241,C,C1
"21638",E00012248,H,H1
"21639",E00012243,H,H2
"21640",E00012240,H,H2
"21641",E00011928,H,H2
"21642",E00009537,E,E2
"21643",E00010159,F,F1
"21644",E00009534,E,E2
"21645",E00008940,B,B1
"21646",E00001744,H,H2
"21647",E00001742,H,H2
"21648",E00014641,B,B1
"21649",E00014640,E,E1
"21650",E00013366,F,F1
"21651",E00013364,E,E2
"21652",E00021350,G,G2
"21653",E00021100,A,A2
"21654",E00021109,F,F2
"21655",E00021105,A,A2
"21656",E00021103,E,E1
"21657",E00013362,F,F1
"21658",E00015366,B,B1
"21659",E00013012,G,G2
"21660",E00013093,C,C4
"21661",E00015830,E,E1
"21662",E00015831,E,E1
"21663",E00015833,B,B3
"21664",E00019020,C,C2
"21665",E00019023,C,C3
"21666",E00014849,H,H2
"21667",E00007920,F,F1
"21668",E00015016,C,C4
"21669",E00015097,F,F2
"21670",E00000582,C,C1
"21671",E00000583,C,C1
"21672",E00000584,H,H2
"21673",E00022918,B,B1
"21674",E00022999,F,F1
"21675",E00010977,F,F2
"21676",E00010974,H,H1
"21677",E00022990,B,B1
"21678",E00010976,H,H1
"21679",E00171058,D,D2
"21680",E00023456,D,D2
"21681",E00018382,C,C1
"21682",E00022911,D,D2
"21683",E00018300,G,G1
"21684",E00018302,G,G1
"21685",E00018303,G,G1
"21686",E00018305,B,B1
"21687",E00018383,C,C1
"21688",E00019559,F,F1
"21689",E00019558,F,F1
"21690",E00018304,G,G1
"21691",E00018385,C,C1
"21692",E00019551,F,F1
"21693",E00010975,F,F2
"21694",E00022919,D,D2
"21695",E00018381,C,C2
"21696",E00023455,E,E2
"21697",E00023454,D,D1
"21698",E00018380,C,C3
"21699",E00003553,A,A2
"21700",E00007568,G,G1
"21701",E00003555,A,A2
"21702",E00003552,A,A2
"21703",E00003554,A,A2
"21704",E00167488,E,E2
"21705",E00003557,A,A2
"21706",E00167489,D,D1
"21707",E00019129,F,F2
"21708",E00003551,A,A2
"21709",E00007569,G,G1
"21710",E00023846,D,D1
"21711",E00003046,C,C2
"21712",E00013869,B,B3
"21713",E00012146,A,A1
"21714",E00013868,E,E2
"21715",E00174800,B,B3
"21716",E00013861,E,E2
"21717",E00013860,B,B3
"21718",E00002619,H,H1
"21719",E00013863,E,E2
"21720",E00174803,B,B2
"21721",E00013862,E,E2
"21722",E00013865,E,E2
"21723",E00002698,G,G1
"21724",E00003044,B,B1
"21725",E00174801,D,D2
"21726",E00003047,C,C2
"21727",E00008300,E,E2
"21728",E00012763,F,F2
"21729",E00017765,G,G2
"21730",E00014766,G,G2
"21731",E00021708,B,B2
"21732",E00012762,G,G2
"21733",E00017764,G,G1
"21734",E00012765,B,B1
"21735",E00017767,G,G2
"21736",E00014767,G,G2
"21737",E00021709,B,B2
"21738",E00008321,A,A1
"21739",E00000811,H,H1
"21740",E00000890,F,F2
"21741",E00000810,G,G2
"21742",E00000891,D,D1
"21743",E00000892,F,F1
"21744",E00176311,D,D2
"21745",E00008110,A,A1
"21746",E00011280,H,H2
"21747",E00010258,G,G1
"21748",E00009478,E,E2
"21749",E00009479,E,E2
"21750",E00009470,E,E2
"21751",E00009471,E,E1
"21752",E00009475,E,E2
"21753",E00009472,E,E2
"21754",E00009477,E,E1
"21755",E00009474,D,D2
"21756",E00000641,G,G2
"21757",E00000640,A,A1
"21758",E00001889,A,A2
"21759",E00001808,A,A2
"21760",E00020026,B,B1
"21761",E00003938,A,A1
"21762",E00004811,D,D2
"21763",E00004890,B,B3
"21764",E00004810,D,D2
"21765",E00004891,E,E1
"21766",E00004813,F,F2
"21767",E00004892,G,G1
"21768",E00004894,E,E1
"21769",E00004812,B,B3
"21770",E00006008,G,G1
"21771",E00006089,C,C2
"21772",E00018816,C,C3
"21773",E00019059,F,F2
"21774",E00015828,E,E1
"21775",E00018897,G,G2
"21776",E00015001,H,H2
"21777",E00015080,F,F2
"21778",E00015081,F,F2
"21779",E00019058,H,H2
"21780",E00015829,B,B1
"21781",E00018896,B,B1
"21782",E00013413,F,F1
"21783",E00013410,E,E2
"21784",E00012429,G,G2
"21785",E00013492,B,B3
"21786",E00013412,E,E2
"21787",E00013493,E,E1
"21788",E00013415,B,B2
"21789",E00012428,A,A2
"21790",E00013491,B,B3
"21791",E00013411,E,E2
"21792",E00005766,G,G2
"21793",E00012789,F,F1
"21794",E00008159,F,F1
"21795",E00000991,F,F2
"21796",E00166818,H,H2
"21797",E00001153,C,C4
"21798",E00021865,G,G1
"21799",E00021862,A,A1
"21800",E00021867,G,G1
"21801",E00021864,G,G1
"21802",E00006959,H,H2
"21803",E00021866,G,G1
"21804",E00003148,F,F2
"21805",E00006958,H,H2
"21806",E00000910,F,F1
"21807",E00021863,G,G1
"21808",E00021860,A,A1
"21809",E00006994,H,H2
"21810",E00006915,G,G2
"21811",E00006914,E,E1
"21812",E00006917,G,G1
"21813",E00006995,H,H2
"21814",E00003929,B,B1
"21815",E00019305,E,E1
"21816",E00006996,A,A2
"21817",E00167254,B,B2
"21818",E00019384,A,A1
"21819",E00167250,B,B2
"21820",E00167257,B,B2
"21821",E00167253,B,B2
"21822",E00006993,A,A2
"21823",E00006912,G,G2
"21824",E00167255,B,B2
"21825",E00019302,F,F2
"21826",E00002369,C,C2
"21827",E00008237,A,A1
"21828",E00005198,F,F2
"21829",E00005119,H,H1
"21830",E00005118,F,F2
"21831",E00005199,B,B1
"21832",E00000198,B,B1
"21833",E00000119,A,A1
"21834",E00000199,G,G2
"21835",E00000118,A,A1
"21836",E00015160,F,F2
"21837",E00016948,G,G2
"21838",E00016121,E,E1
"21839",E00016120,A,A1
"21840",E00016122,A,A1
"21841",E00016123,A,A1
"21842",E00016125,A,A1
"21843",E00016949,G,G2
"21844",E00016128,A,A1
"21845",E00008498,E,E1
"21846",E00010247,B,B1
"21847",E00010242,G,G2
"21848",E00009340,D,D1
"21849",E00010246,B,B1
"21850",E00010241,G,G2
"21851",E00017467,A,A2
"21852",E00017464,C,C1
"21853",E00009559,D,D1
"21854",E00017466,A,A1
"21855",E00009551,D,D1
"21856",E00009558,B,B3
"21857",E00009552,D,D1
"21858",E00009550,D,D1
"21859",E00017465,A,A1
"21860",E00017462,A,A1
"21861",E00000710,C,C4
"21862",E00000711,G,G1
"21863",E00000713,E,E1
"21864",E00000791,D,D1
"21865",E00000792,E,E1
"21866",E00000712,F,F2
"21867",E00000793,E,E1
"21868",E00000790,B,B3
"21869",E00017732,B,B1
"21870",E00012731,C,C1
"21871",E00012730,G,G1
"21872",E00014734,H,H1
"21873",E00014730,G,G1
"21874",E00018748,A,A2
"21875",E00016779,G,G2
"21876",E00016771,E,E1
"21877",E00016778,E,E1
"21878",E00016773,B,B1
"21879",E00016770,D,D1
"21880",E00008527,G,G2
"21881",E00012174,A,A1
"21882",E00174837,D,D1
"21883",E00174836,D,D1
"21884",E00012177,C,C2
"21885",E00012176,A,A1
"21886",E00174831,E,E2
"21887",E00013946,B,B3
"21888",E00009393,E,E2
"21889",E00009312,B,B1
"21890",E00009314,B,B1
"21891",E00009395,E,E2
"21892",E00009317,D,D1
"21893",E00009396,D,D1
"21894",E00009316,D,D1
"21895",E00009397,D,D2
"21896",E00009391,D,D2
"21897",E00009310,E,E2
"21898",E00023488,D,D2
"21899",E00006464,C,C2
"21900",E00021460,B,B2
"21901",E00023485,D,D1
"21902",E00004454,B,B2
"21903",E00006469,C,C1
"21904",E00013355,D,D2
"21905",E00013353,F,F2
"21906",E00013356,F,F1
"21907",E00019369,F,F1
"21908",E00018384,C,C3
"21909",E00017839,C,C3
"21910",E00019092,E,E2
"21911",E00016022,E,E2
"21912",E00016029,F,F2
"21913",E00022476,G,G1
"21914",E00022477,G,G2
"21915",E00003599,E,E1
"21916",E00003518,A,A2
"21917",E00167479,D,D1
"21918",E00010595,H,H1
"21919",E00167478,B,B3
"21920",E00010596,F,F2
"21921",E00020856,F,F1
"21922",E00022474,C,C1
"21923",E00022475,F,F2
"21924",E00023232,F,F1
"21925",E00013440,D,D1
"21926",E00013441,B,B3
"21927",E00013443,B,B3
"21928",E00174739,E,E2
"21929",E00013442,D,D1
"21930",E00174738,G,G1
"21931",E00013448,B,B3
"21932",E00013449,B,B3
"21933",E00008234,C,C1
"21934",E00012919,A,A1
"21935",E00012998,H,H2
"21936",E00016109,E,E2
"21937",E00005977,C,C4
"21938",E00012999,C,C1
"21939",E00004165,B,B3
"21940",E00016108,E,E1
"21941",E00012918,C,C1
"21942",E00005974,C,C4
"21943",E00017918,G,G1
"21944",E00021814,G,G2
"21945",E00021895,H,H2
"21946",E00020083,G,G2
"21947",E00020002,B,B1
"21948",E00023081,E,E2
"21949",E00023000,B,B3
"21950",E00021817,G,G1
"21951",E00021896,H,H2
"21952",E00008477,G,G2
"21953",E00005435,G,G1
"21954",E00000431,A,A1
"21955",E00000435,A,A1
"21956",E00000433,A,A1
"21957",E00000436,A,A1
"21958",E00005436,G,G2
"21959",E00004446,B,B3
"21960",E00004441,E,E2
"21961",E00006368,C,C2
"21962",E00004354,F,F2
"21963",E00006361,F,F2
"21964",E00004356,F,F1
"21965",E00015338,E,E2
"21966",E00015339,E,E2
"21967",E00015331,B,B3
"21968",E00019349,H,H1
"21969",E00006369,C,C4
"21970",E00004355,F,F1
"21971",E00023080,D,D1
"21972",E00023001,G,G1
"21973",E00176512,D,D1
"21974",E00008053,H,H1
"21975",E00011746,H,H2
"21976",E00011744,H,H2
"21977",E00011745,H,H2
"21978",E00011748,H,H2
"21979",E00001718,H,H2
"21980",E00001799,A,A2
"21981",E00006961,C,C1
"21982",E00006963,C,C1
"21983",E00006960,H,H2
"21984",E00010909,C,C4
"21985",E00006962,H,H2
"21986",E00014742,C,C1
"21987",E00006965,H,H2
"21988",E00017741,G,G1
"21989",E00010988,H,H1
"21990",E00014745,F,F2
"21991",E00017740,B,B1
"21992",E00012741,C,C4
"21993",E00017743,G,G2
"21994",E00017742,G,G1
"21995",E00014744,G,G1
"21996",E00014743,C,C1
"21997",E00014740,F,F2
"21998",E00004132,D,D2
"21999",E00005907,C,C1
"22000",E00005906,G,G2
"22001",E00005987,G,G1
"22002",E00006149,C,C4
"22003",E00004135,D,D2
"22004",E00022192,G,G1
"22005",E00022191,G,G1
"22006",E00012677,G,G1
"22007",E00012676,A,A1
"22008",E00012674,C,C1
"22009",E00012675,G,G2
"22010",E00008427,A,A1
"22011",E00005245,A,A2
"22012",E00000243,B,B1
"22013",E00005244,G,G1
"22014",E00000242,B,B1
"22015",E00005246,A,A2
"22016",E00000245,B,B1
"22017",E00000247,C,C3
"22018",E00000244,G,G2
"22019",E00005242,F,F2
"22020",E00000240,B,B1
"22021",E00003447,F,F1
"22022",E00003444,F,F2
"22023",E00020449,D,D2
"22024",E00003446,D,D2
"22025",E00020441,D,D2
"22026",E00020448,E,E2
"22027",E00020443,D,D2
"22028",E00020440,E,E1
"22029",E00003445,F,F1
"22030",E00003442,F,F2
"22031",E00010508,G,G2
"22032",E00009782,F,F1
"22033",E00009703,E,E1
"22034",E00009787,E,E2
"22035",E00008566,D,D1
"22036",E00011439,H,H2
"22037",E00011434,H,H2
"22038",E00011438,H,H2
"22039",E00010444,B,B1
"22040",E00010441,G,G2
"22041",E00008198,A,A1
"22042",E00010101,F,F1
"22043",E00011913,H,H2
"22044",E00016995,F,F1
"22045",E00010180,G,G1
"22046",E00010100,F,F1
"22047",E00011912,H,H2
"22048",E00010103,E,E2
"22049",E00010181,B,B3
"22050",E00014591,F,F1
"22051",E00014510,D,D2
"22052",E00014513,D,D2
"22053",E00000842,F,F2
"22054",E00000841,H,H1
"22055",E00000844,H,H1
"22056",E00008351,G,G2
"22057",E00000845,A,A2
"22058",E00008357,A,A1
"22059",E00001834,H,H2
"22060",E00009386,B,B3
"22061",E00009307,E,E2
"22062",E00017791,G,G2
"22063",E00014712,D,D2
"22064",E00012790,F,F1
"22065",E00017710,B,B1
"22066",E00012796,A,A1
"22067",E00012793,B,B1
"22068",E00018727,A,A1
"22069",E00012717,A,A1
"22070",E00005776,E,E1
"22071",E00012799,F,F1
"22072",E00020606,F,F1
"22073",E00176527,G,G1
"22074",E00005863,C,C2
"22075",E00018855,C,C3
"22076",E00018039,C,C3
"22077",E00013048,C,C4
"22078",E00014889,C,C1
"22079",E00015869,B,B1
"22080",E00018854,F,F2
"22081",E00014808,A,A2
"22082",E00005862,G,G2
"22083",E00015868,G,G1
"22084",E00018038,C,C3
"22085",E00015041,D,D2
"22086",E00017888,G,G2
"22087",E00015042,F,F1
"22088",E00005865,C,C1
"22089",E00015043,H,H1
"22090",E00014809,A,A2
"22091",E00016036,E,E1
"22092",E00014888,H,H1
"22093",E00012806,E,E2
"22094",E00022704,G,G1
"22095",E00022785,E,E1
"22096",E00022707,E,E1
"22097",E00022786,B,B1
"22098",E00022787,E,E1
"22099",E00022706,E,E1
"22100",E00007469,A,A1
"22101",E00012726,C,C1
"22102",E00003458,H,H1
"22103",E00012727,C,C2
"22104",E00018774,G,G2
"22105",E00018775,C,C3
"22106",E00174678,D,D1
"22107",E00174679,D,D1
"22108",E00174676,D,D1
"22109",E00174675,D,D1
"22110",E00022705,F,F1
"22111",E00022784,D,D1
"22112",E00018773,G,G2
"22113",E00012724,A,A1
"22114",E00016908,B,B1
"22115",E00016909,B,B1
"22116",E00016901,E,E1
"22117",E00016449,E,E1
"22118",E00016900,E,E2
"22119",E00016448,H,H2
"22120",E00016902,E,E1
"22121",E00016441,B,B1
"22122",E00016903,E,E1
"22123",E00016440,B,B1
"22124",E00002347,C,C4
"22125",E00002345,C,C2
"22126",E00012349,H,H1
"22127",E00002346,C,C4
"22128",E00012341,C,C4
"22129",E00012348,F,F2
"22130",E00012343,F,F2
"22131",E00012340,F,F2
"22132",E00002342,C,C2
"22133",E00002343,C,C2
"22134",E00010049,E,E1
"22135",E00011444,H,H2
"22136",E00011447,H,H2
"22137",E00011858,A,A2
"22138",E00011851,H,H2
"22139",E00011446,H,H2
"22140",E00010048,E,E1
"22141",E00011853,A,A2
"22142",E00013524,F,F1
"22143",E00008142,G,G2
"22144",E00011850,A,A2
"22145",E00011538,A,A2
"22146",E00013527,B,B3
"22147",E00011852,A,A1
"22148",E00011531,H,H2
"22149",E00010041,E,E1
"22150",E00011530,A,A2
"22151",E00013526,B,B3
"22152",E00011859,H,H2
"22153",E00011443,H,H2
"22154",E00011445,H,H2
"22155",E00000593,H,H1
"22156",E00000594,H,H2
"22157",E00011021,H,H1
"22158",E00019836,B,B2
"22159",E00011023,H,H1
"22160",E00011020,H,H1
"22161",E00011025,C,C4
"22162",E00011022,H,H1
"22163",E00011027,C,C1
"22164",E00019268,H,H2
"22165",E00175253,D,D2
"22166",E00011024,C,C4
"22167",E00019261,H,H2
"22168",E00175250,D,D1
"22169",E00000591,C,C1
"22170",E00021369,B,B2
"22171",E00019260,A,A2
"22172",E00175252,D,D1
"22173",E00019263,H,H1
"22174",E00019262,H,H1
"22175",E00021360,B,B2
"22176",E00019265,H,H2
"22177",E00021361,B,B2
"22178",E00019264,H,H1
"22179",E00021367,B,B2
"22180",E00019267,A,A2
"22181",E00021365,B,B2
"22182",E00019834,B,B3
"22183",E00019833,B,B2
"22184",E00175251,B,B3
"22185",E00019269,A,A2
"22186",E00175256,B,B3
"22187",E00022864,F,F1
"22188",E00022865,F,F1
"22189",E00022866,E,E2
"22190",E00022867,F,F1
"22191",E00003909,E,E1
"22192",E00003988,H,H1
"22193",E00003989,H,H2
"22194",E00003908,F,F2
"22195",E00022862,F,F1
"22196",E00022863,F,F1
"22197",E00013847,B,B1
"22198",E00012072,H,H1
"22199",E00013846,E,E2
"22200",E00012075,H,H2
"22201",E00012074,A,A2
"22202",E00002390,B,B3
"22203",E00176329,B,B3
"22204",E00002311,C,C2
"22205",E00012077,H,H2
"22206",E00002391,F,F2
"22207",E00176328,E,E2
"22208",E00013844,D,D2
"22209",E00012073,A,A2
"22210",E00000148,H,H2
"22211",E00015149,H,H1
"22212",E00006137,E,E1
"22213",E00018137,C,C3
"22214",E00006136,D,D2
"22215",E00014987,H,H1
"22216",E00005969,B,B1
"22217",E00014906,F,F2
"22218",E00001951,A,A2
"22219",E00017904,G,G1
"22220",E00005141,G,G1
"22221",E00017985,C,C3
"22222",E00005968,G,G1
"22223",E00012983,A,A1
"22224",E00001950,A,A2
"22225",E00012902,G,G2
"22226",E00000149,A,A1
"22227",E00166044,D,D1
"22228",E00006134,D,D1
"22229",E00017905,G,G1
"22230",E00014210,D,D2
"22231",E00014290,D,D2
"22232",E00014213,D,D2
"22233",E00014291,D,D1
"22234",E00014212,D,D2
"22235",E00014292,D,D1
"22236",E00014215,D,D2
"22237",E00014293,D,D1
"22238",E00014211,F,F1
"22239",E00008447,E,E1
"22240",E00001620,H,H2
"22241",E00005678,G,G1
"22242",E00006624,C,C2
"22243",E00001623,A,A2
"22244",E00006627,C,C4
"22245",E00001622,H,H2
"22246",E00006626,C,C4
"22247",E00001625,H,H2
"22248",E00001621,A,A2
"22249",E00005679,G,G1
"22250",E00008336,C,C3
"22251",E00008260,F,F1
"22252",E00010464,G,G1
"22253",E00010468,B,B1
"22254",E00009563,D,D1
"22255",E00008589,G,G2
"22256",E00011625,A,A2
"22257",E00011622,A,A2
"22258",E00011627,H,H2
"22259",E00011624,H,H2
"22260",E00011626,H,H2
"22261",E00001027,F,F2
"22262",E00001026,E,E1
"22263",E00011623,H,H2
"22264",E00014098,F,F1
"22265",E00001192,F,F2
"22266",E00011621,H,H2
"22267",E00001113,G,G2
"22268",E00000070,A,A2
"22269",E00014099,D,D2
"22270",E00000129,A,A1
"22271",E00005077,H,H2
"22272",E00014090,D,D2
"22273",E00001193,C,C4
"22274",E00001112,G,G2
"22275",E00014091,F,F1
"22276",E00001024,F,F2
"22277",E00001191,C,C4
"22278",E00001110,G,G2
"22279",E00001766,H,H2
"22280",E00000458,B,B1
"22281",E00006481,C,C4
"22282",E00006486,F,F1
"22283",E00006407,G,G2
"22284",E00000451,A,A1
"22285",E00005451,C,C1
"22286",E00005455,F,F2
"22287",E00176567,G,G1
"22288",E00005453,H,H1
"22289",E00008404,G,G2
"22290",E00008485,B,B1
"22291",E00003271,F,F2
"22292",E00003770,F,F2
"22293",E00000708,C,C4
"22294",E00000780,A,A1
"22295",E00000701,F,F2
"22296",E00000782,C,C4
"22297",E00000703,H,H1
"22298",E00174965,D,D1
"22299",E00015722,E,E1
"22300",E00174964,D,D1
"22301",E00015721,E,E1
"22302",E00021623,B,B2
"22303",E00017779,G,G2
"22304",E00174966,D,D1
"22305",E00015725,G,G1
"22306",E00021625,D,D1
"22307",E00017778,G,G2
"22308",E00174961,D,D1
"22309",E00015724,E,E1
"22310",E00174960,D,D1
"22311",E00012779,C,C1
"22312",E00174963,B,B3
"22313",E00015727,G,G1
"22314",E00174969,G,G2
"22315",E00015728,E,E1
"22316",E00174968,D,D1
"22317",E00018716,A,A2
"22318",E00006838,F,F1
"22319",E00006011,F,F2
"22320",E00006010,E,E1
"22321",E00006091,F,F2
"22322",E00006092,G,G1
"22323",E00001839,H,H2
"22324",E00006093,F,F2
"22325",E00006013,F,F2
"22326",E00006090,C,C2
"22327",E00006839,F,F1
"22328",E00021730,B,B2
"22329",E00021738,B,B2
"22330",E00021735,B,B2
"22331",E00021732,E,E2
"22332",E00021734,B,B2
"22333",E00023749,D,D1
"22334",E00023748,D,D1
"22335",E00016198,E,E1
"22336",E00021644,B,B2
"22337",E00016118,A,A1
"22338",E00021642,B,B2
"22339",E00016119,A,A1
"22340",E00016939,A,A1
"22341",E00016199,E,E1
"22342",E00016938,A,A1
"22343",E00016379,A,A1
"22344",E00016190,E,E1
"22345",E00016378,A,A1
"22346",E00013511,E,E2
"22347",E00013518,B,B3
"22348",E00013591,E,E2
"22349",E00013590,E,E2
"22350",E00013592,B,B3
"22351",E00013510,E,E2
"22352",E00012529,C,C1
"22353",E00013513,E,E2
"22354",E00013599,E,E2
"22355",E00013519,B,B1
"22356",E00017598,F,F1
"22357",E00010391,E,E1
"22358",E00010318,G,G1
"22359",E00017518,F,F2
"22360",E00010392,B,B1
"22361",E00017599,F,F1
"22362",E00010310,E,E1
"22363",E00017590,F,F1
"22364",E00013783,E,E2
"22365",E00017329,H,H1
"22366",E00017511,F,F1
"22367",E00013702,B,B3
"22368",E00010313,B,B1
"22369",E00013705,B,B1
"22370",E00010312,B,B1
"22371",E00017591,F,F1
"22372",E00013784,E,E1
"22373",E00010393,G,G2
"22374",E00017510,F,F1
"22375",E00013704,B,B3
"22376",E00013785,B,B3
"22377",E00013707,B,B3
"22378",E00013786,E,E2
"22379",E00010399,G,G1
"22380",E00008522,G,G2
"22381",E00009326,E,E2
"22382",E00017519,F,F2
"22383",E00013703,E,E2
"22384",E00013782,B,B2
"22385",E00007932,A,A2
"22386",E00008127,B,B1
"22387",E00008124,G,G1
"22388",E00008128,G,G1
"22389",E00000356,C,C3
"22390",E00005354,H,H1
"22391",E00002081,A,A2
"22392",E00002000,A,A1
"22393",E00002003,B,B1
"22394",E00002082,H,H2
"22395",E00002002,A,A2
"22396",E00002083,H,H2
"22397",E00002084,B,B1
"22398",E00014437,F,F1
"22399",E00004820,D,D2
"22400",E00014436,F,F1
"22401",E00021447,D,D1
"22402",E00006058,C,C2
"22403",E00002001,A,A1
"22404",E00014434,F,F1
"22405",E00017626,G,G2
"22406",E00018670,G,G2
"22407",E00174988,G,G1
"22408",E00018673,C,C1
"22409",E00018675,C,C4
"22410",E00174989,G,G1
"22411",E00018677,G,G2
"22412",E00018674,C,C1
"22413",E00017627,G,G1
"22414",E00018671,C,C4
"22415",E00000837,A,A2
"22416",E00001079,B,B1
"22417",E00002023,H,H2
"22418",E00000836,H,H1
"22419",E00007453,A,A1
"22420",E00007450,G,G1
"22421",E00007455,C,C1
"22422",E00007452,A,A1
"22423",E00007457,G,G2
"22424",E00007454,G,G2
"22425",E00167765,B,B1
"22426",E00007456,F,F2
"22427",E00019087,F,F1
"22428",E00000834,H,H1
"22429",E00021737,B,B2
"22430",E00000835,H,H1
"22431",E00023741,D,D2
"22432",E00023740,F,F1
"22433",E00023745,F,F1
"22434",E00023744,D,D2
